case_id,scenario,target_rule,variant,regulation_id,regulation_name,expected_violation,predicted_violation,compliance_status,is_correct_binary,confidence_score,has_sufficient_information,conflict_found,relevant_log_fields,evidence_from_logs,missing_information,explanation
EVAL0001,targeted_positive,R01_AMOUNT_LT_3000000,1,R01_AMOUNT_LT_3000000,"All contracts must have an amount below EUR 3,000,000",1,0,HUMAN_REQUIRED,0,0.0,0,0,,,null,"LLM evaluation failed: Error code: 400 - {'error': {'message': ""Unsupported value: 'temperature' does not support 0.0 with this model. Only the default (1) value is supported."", 'type': 'invalid_request_error', 'param': 'temperature', 'code': 'unsupported_value'}}"
EVAL0001,targeted_positive,R01_AMOUNT_LT_3000000,1,R02_NO_DUPLICATE_PUBLICATION,A call already published must not be published again,0,0,HUMAN_REQUIRED,1,0.0,0,0,,,null,"LLM evaluation failed: Error code: 400 - {'error': {'message': ""Unsupported value: 'temperature' does not support 0.0 with this model. Only the default (1) value is supported."", 'type': 'invalid_request_error', 'param': 'temperature', 'code': 'unsupported_value'}}"
EVAL0001,targeted_positive,R01_AMOUNT_LT_3000000,1,R03_NO_AWARD_BEFORE_PUBLICATION,Award must not occur before publication,0,0,HUMAN_REQUIRED,1,0.0,0,0,,,null,"LLM evaluation failed: Error code: 400 - {'error': {'message': ""Unsupported value: 'temperature' does not support 0.0 with this model. Only the default (1) value is supported."", 'type': 'invalid_request_error', 'param': 'temperature', 'code': 'unsupported_value'}}"
EVAL0001,targeted_positive,R01_AMOUNT_LT_3000000,1,R04_NO_AWARD_BEFORE_PARTICIPATION,Award must not occur before participation,0,0,HUMAN_REQUIRED,1,0.0,0,0,,,null,"LLM evaluation failed: Error code: 400 - {'error': {'message': ""Unsupported value: 'temperature' does not support 0.0 with this model. Only the default (1) value is supported."", 'type': 'invalid_request_error', 'param': 'temperature', 'code': 'unsupported_value'}}"
EVAL0001,targeted_positive,R01_AMOUNT_LT_3000000,1,R05_PUBLICATION_AND_PARTICIPATION_REQUIRE_AWARD,Publication and participation must eventually lead to award,0,0,HUMAN_REQUIRED,1,0.0,0,0,,,null,"LLM evaluation failed: Error code: 400 - {'error': {'message': ""Unsupported value: 'temperature' does not support 0.0 with this model. Only the default (1) value is supported."", 'type': 'invalid_request_error', 'param': 'temperature', 'code': 'unsupported_value'}}"
EVAL0001,targeted_positive,R01_AMOUNT_LT_3000000,1,R06_AWARD_WITHIN_70_DAYS,Award must be announced within 70 days of publication,0,0,HUMAN_REQUIRED,1,0.0,0,0,,,null,"LLM evaluation failed: Error code: 400 - {'error': {'message': ""Unsupported value: 'temperature' does not support 0.0 with this model. Only the default (1) value is supported."", 'type': 'invalid_request_error', 'param': 'temperature', 'code': 'unsupported_value'}}"
EVAL0001,targeted_positive,R01_AMOUNT_LT_3000000,1,R07_NO_CONTRACT_START_WITHOUT_AWARD,Contract must not start before award,0,0,HUMAN_REQUIRED,1,0.0,0,0,,,null,"LLM evaluation failed: Error code: 400 - {'error': {'message': ""Unsupported value: 'temperature' does not support 0.0 with this model. Only the default (1) value is supported."", 'type': 'invalid_request_error', 'param': 'temperature', 'code': 'unsupported_value'}}"
EVAL0001,targeted_positive,R01_AMOUNT_LT_3000000,1,R08_NO_CONTRACT_END_BEFORE_PUBLICATION,Contract must not end before publication,0,0,HUMAN_REQUIRED,1,0.0,0,0,,,null,"LLM evaluation failed: Error code: 400 - {'error': {'message': ""Unsupported value: 'temperature' does not support 0.0 with this model. Only the default (1) value is supported."", 'type': 'invalid_request_error', 'param': 'temperature', 'code': 'unsupported_value'}}"
EVAL0001,targeted_positive,R01_AMOUNT_LT_3000000,1,R09_NO_CONTRACT_END_RIGHT_AFTER_PUBLICATION_WITHOUT_PARTICIPATION_AND_AWARD,Contract must not end after publication without participation and award,0,0,HUMAN_REQUIRED,1,0.0,0,0,,,null,"LLM evaluation failed: Error code: 400 - {'error': {'message': ""Unsupported value: 'temperature' does not support 0.0 with this model. Only the default (1) value is supported."", 'type': 'invalid_request_error', 'param': 'temperature', 'code': 'unsupported_value'}}"
EVAL0001,targeted_positive,R01_AMOUNT_LT_3000000,1,R10_CONTRACT_START_REQUIRES_CONTRACT_END,A started contract must have a conclusion date,0,0,HUMAN_REQUIRED,1,0.0,0,0,,,null,"LLM evaluation failed: Error code: 400 - {'error': {'message': ""Unsupported value: 'temperature' does not support 0.0 with this model. Only the default (1) value is supported."", 'type': 'invalid_request_error', 'param': 'temperature', 'code': 'unsupported_value'}}"
